date,n_total,n_total_liq,classifiable_pct,adv,dec,unch,rana,adv_pct,adv_liq,dec_liq,unch_liq,rana_liq,osc,osc_liq
2018-08-22,6012,3458,0.5898766124509254,3048,2360,305,0.12721893491124261,0.5636094674556213,1776,1361,82,0.1322919987248964,31.88799850414433,38.031937082112975
2018-08-23,5962,3408,0.5917411664538101,1943,3457,268,-0.2803703703703704,0.3598148148148148,1058,2021,77,-0.3127638843780448,12.410563279698087,15.665663336700101
2018-08-24,6030,3464,0.5884750527055517,3496,1901,275,0.29553455623494534,0.6477672781174727,2101,982,102,0.3629581576386636,24.49054967666385,30.250273068524006
2018-08-27,6078,3574,0.5855693034895036,3249,2213,274,0.1896741120468693,0.5948370560234346,1989,1174,80,0.2576667720518495,29.40346308828246,37.30429374455013
2018-08-28,6064,3465,0.5872838817624094,2568,2894,302,-0.05968509703405346,0.4701574514829733,1493,1663,88,-0.053865652724968315,20.989026285728823,27.572338714988813
2018-08-29,6054,3430,0.5895087427144047,3320,2121,310,0.22036390369417386,0.6101819518470869,1924,1161,90,0.2473257698541329,27.692187724528175,34.173226600094004
2018-08-30,5993,3473,0.5953378001116695,1973,3450,276,-0.2723584731698322,0.3638207634150839,1046,2070,76,-0.3286264441591784,8.64881097287868,10.84850890819291
2018-08-31,5982,3509,0.5925457102672292,3079,2327,269,0.13910469848316684,0.5695523492415834,1882,1241,90,0.2052513608709574,12.89663837800392,17.5455229885833
2018-09-04,6117,3588,0.5874691527282698,2139,3358,229,-0.2217573221757322,0.3891213389121339,1246,1959,81,-0.22246489859594384,-1.5790534154489708,1.7979294390291085
2018-09-05,6067,3576,0.5879166666666666,2290,3260,246,-0.17477477477477477,0.4126126126126126,1449,1793,86,-0.10610734114743985,-11.598747261726079,-5.857374820609676
2018-09-06,6061,3541,0.5904314159292036,2032,3511,221,-0.2668230200252571,0.3665884899873715,1185,2054,53,-0.2682926829268293,-24.710004026508486,-20.482640177467257
2018-09-07,6052,3501,0.5884961884961885,2223,3240,281,-0.18616144975288304,0.40691927512355847,1346,1823,99,-0.15052066898075103,-31.763500026646213,-26.996228159389243
2018-09-10,6040,3521,0.5914261931187569,3029,2463,255,0.10305899490167517,0.5515294974508376,1764,1380,81,0.12213740458015267,-23.174399373902816,-18.797461065090406
2018-09-11,6045,3530,0.5910796165068779,2659,2829,287,-0.03097667638483965,0.48451166180758015,1613,1571,90,0.013190954773869347,-22.416629883263447,-17.140850384453618
2018-09-12,6044,3586,0.5913321294624253,2817,2689,259,0.023247366509262624,0.5116236832546313,1580,1645,65,-0.020155038759689922,-18.945451674645348,-17.306043677264856
2018-09-13,6078,3536,0.5887980036046028,2807,2715,242,0.01666063020644694,0.5083303151032235,1737,1477,71,0.08089607965152458,-16.212203863044437,-12.308197803671417
2018-09-14,6052,3588,0.5891839288196858,2838,2663,267,0.03181239774586439,0.5159061988729322,1804,1419,70,0.11945392491467577,-13.03662758783956,-6.04560632957311
